Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,14.9,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,13.8,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,13.8,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,6.8,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,6.5,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,13.7,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,8.0,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2015; Table 5: Low birthweight live births, by detailed race and Hispanic origin of mother: United States, selected years 19702015",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,8.1,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2015; Table 5: Low birthweight live births, by detailed race and Hispanic origin of mother: United States, selected years 19702023",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,13.2,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2015; Table 5: Low birthweight live births, by detailed race and Hispanic origin of mother: United States, selected years 19702019",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,6.4,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2014. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).","Includes Asian only; No. based on Race/Ethnicity of infant, while rate denominator is based on the mother's Race/Ethnicity.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,7.7,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2014. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).","No. based on Race/Ethnicity of infant, while rate denominator is based on the mother's Race/Ethnicity.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,10.3,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2014. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).","No. based on Race/Ethnicity of infant, while rate denominator is based on the mother's Race/Ethnicity.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,5.9,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2014. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).","No. based on Race/Ethnicity of infant, while rate denominator is based on the mother's Race/Ethnicity.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,8.3,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Other,8.9,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,7.1,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2015; Table 5: Low birthweight live births, by detailed race and Hispanic origin of mother: United States, selected years 19702025",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,7.0,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2015; Table 5: Low birthweight live births, by detailed race and Hispanic origin of mother: United States, selected years 19702017",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,6.7,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,6.2,7.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,7.4,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,6.4,8.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,12.2,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,8.7,15.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,7.0,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,5.7,8.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Other,6.8,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,4.5,9.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,5.4,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,4.6,6.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Multiracial,16.9,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,8.9,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,14.6,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,10.1,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,American Indian/Alaska Native,7.3,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,9.4,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,12.3,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live birth, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,8.3,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live birth, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,8.9,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live birth, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,8.5,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,7.7,9.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Other,14.3,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,Includes Unknown Race,,,10.4,18.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,7.9,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,6.3,9.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,13.2,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,12.1,14.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,8.1,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,5.5,10.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,10.5,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,9.9,11.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,7.1,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics (CHS), Birth Certificate Data, 1990-2015 August 2016.",,,,,6.5,7.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,8.8,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,6.9,11.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,7.3,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,5.3,9.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,6.1,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,5.4,6.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,3.7,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2014",,,,,2.7,5.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,5.6,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2014",,,,,4.5,6.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,13.1,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2014",,,,,10.9,15.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,6.5,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2014",,,,,4.8,8.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,7.1,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2014",,,,,6.4,7.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,6.7,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,5.4,7.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,13.7,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,13.0,14.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,9.5,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,8.6,10.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Multiracial,10.9,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,8.6,13.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,7.4,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,6.7,8.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,6.1,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Multiracial,7.8,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,5.7,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,10.2,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,9.4,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,American Indian/Alaska Native,12.8,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,7.7,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,6.8,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Other,8.5,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,7.5,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,13.9,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,6.5,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2015. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).","Includes Asian only; No. based on Race/Ethnicity of infant, while rate denominator is based on the mother's Race/Ethnicity.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,11.2,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2015. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).","No. based on Race/Ethnicity of infant, while rate denominator is based on the mother's Race/Ethnicity.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,6.1,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2015. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).","No. based on Race/Ethnicity of infant, while rate denominator is based on the mother's Race/Ethnicity.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,5.3,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2015. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).","No. based on Race/Ethnicity of infant, while rate denominator is based on the mother's Race/Ethnicity.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,8.3,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,7.3,9.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,14.4,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,12.1,16.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,13.0,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,10.7,15.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,9.0,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,8.4,9.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Other,14.6,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,Includes Unknown Race,,,11.1,18.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,6.6,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,5.0,8.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,11.7,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,10.7,12.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,9.2,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,6.6,11.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,8.3,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,,,,8.0,8.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,10.1,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,9.5,10.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,6.2,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,,Race/ethnicity of mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,8.9,"San Antonio, TX","Percentage of births under 2,500 grams.","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,8.5,9.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,7.3,"San Antonio, TX","Percentage of births under 2,500 grams.","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,5.9,9.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,13.8,"San Antonio, TX","Percentage of births under 2,500 grams.","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,12.3,15.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,9.0,"San Antonio, TX","Percentage of births under 2,500 grams.","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,8.5,9.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Other,,"San Antonio, TX","Percentage of births under 2,500 grams.","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,7.5,"San Antonio, TX","Percentage of births under 2,500 grams.","CDC, National Center for Health Statistics. Underlying Cause of Death 1999-2016 on CDC Wonder Online Database, released Dec 2017",,Bexar County level data,,,6.9,8.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,8.0,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,,Race/ethnicity of mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,8.4,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,,Race/ethnicity of mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,8.2,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,6.5,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2015",,,,,6.0,6.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,10.9,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,10.4,11.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,6.2,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Other,,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to <20 events.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,8.1,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,7.3,8.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,13.8,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,8.6,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,6.0,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,6.0,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,9.8,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,8.9,10.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Multiracial,12.0,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,9.7,14.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,7.4,"Philadelphia, PA","Percentage of births under 2,500 grams.",PA Eddie-->Vital Statistics,,,,,6.7,8.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Other,10.5,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2015",,,,,9.1,11.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Other,7.8,"Denver, CO","Percentage of births under 2,500 grams.",Vital Records,,,,,4.3,11.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,6.2,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics (CHS), Birth Certificate Data, 1990-2015 August 2016.",,,,,5.6,6.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,7.7,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",* indicates data are suppressed due to small numbers,,,,6.2,9.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,8.1,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2015. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).","No. based on Race/Ethnicity of infant, while rate denominator is based on the mother's Race/Ethnicity.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,7.1,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2015",,,,,6.8,7.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,12.2,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2015",,,,,11.2,13.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,7.1,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2015",,,,,6.3,7.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,14.5,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,7.5,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2015",,,,,7.2,7.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,9.9,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,9.6,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,All,8.1,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2016, HHS/CDC/NCHS, Table 5 https://www.cdc.gov/nchs/data/hus/2016/005.pdf",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,American Indian/Alaska Native,7.5,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2016, HHS/CDC/NCHS, Table 5 https://www.cdc.gov/nchs/data/hus/2016/005.pdf",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Asian/PI,8.4,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2016, HHS/CDC/NCHS, Table 5 https://www.cdc.gov/nchs/data/hus/2016/005.pdf",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,13.4,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2016, HHS/CDC/NCHS, Table 5 https://www.cdc.gov/nchs/data/hus/2016/005.pdf",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,White,5.6,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2015",,,,,4.4,7.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Hispanic,5.8,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2015",,,,,4.7,7.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2015,Both,Black,10.8,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2015",,,,,8.8,12.9
